##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV299;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;;;;;X
PROV300;Berlin;Berlin;Berlin;Berlín;Berlin;Berlin;;;;;X
PROV301;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;;;;;X
PROV302;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;;;;;X
PROV303;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;;;;;X
PROV304;Elbing;Elbing;Elbing;Elblag;Elbing;Elbing;;;;;X
PROV305;Torun;Torun;Torun;Toruñ;Thorn;Torun;;;;;X
PROV306;Bydgoszcz;Bydgoszcz;Bydgoszcz;Bydgoszcz;Bromberg;Bydgoszcz;;;;;X
PROV307;Poznan;Poznan;Poznan;Poznañ;Posen;Poznan;;;;;X
PROV308;Küstrin;Küstrin;Küstrin;Küstrin;Küstrin;Küstrin;;;;;X
PROV309;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;;;;;X
PROV310;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;;;;;X
PROV311;Dresden;Dresden;Dresden;Dresde;Dresden;Dresden;;;;;X
PROV312;Nuremberg;Nuremberg;Nuremberg;Nuremberg;Nürnberg;Nuremberg;;;;;X
PROV313;Frankfurt-am-Main;Frankfurt-am-Main;Frankfurt-am-Main;Frankfurt del Main;Frankfurt a. Main;Frankfurt-am-Main;;;;;X
PROV314;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;;;;;X
PROV315;Freiburg;Freiburg;Freiburg;Friburgo;Freiburg;Freiburg;;;;;X
PROV316;Mulhouse;Mulhouse;Mulhouse;Mulhouse;Mühlhausen;Mulhouse;;;;;X
PROV317;Chaumont;Chaumont;Chaumont;Chaumont;Chaumont;Chaumont;;;;;X
PROV318;Dijon;Dijon;Dijon;Dijon;Dijon;Dijon;;;;;X
PROV319;Chalon-sur-Saône;Chalon-sur-Saône;Chalon-sur-Saône;Chalon-sur-Saône;Chalon-sur-Saône;Chalon-sur-Saône;;;;;X
PROV320;Vichy;Vichy;Vichy;Vichy;Vichy;Vichy;;;;;X
PROV321;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;;;;;X
PROV322;Limoges;Limoges;Limoges;Limoges;Limoges;Limoges;;;;;X
PROV323;La Rochelle;La Rochelle;La Rochelle;La Rochela;La Rochelle;La Rochelle;;;;;X
PROV324;Bergerac;Bergerac;Bergerac;Bergerac;Bergerac;Bergerac;;;;;X
PROV325;Bordeaux;Bordeaux;Bordeaux;Burdeos;Bordeaux;Bordeaux;;;;;X
PROV326;Dax;Dax;Dax;Dax;Dax;Dax;;;;;X
PROV327;Auch;Auch;Auch;Auch;Auch;Auch;;;;;X
PROV328;Pau;Pau;Pau;Pau;Pau;Pau;;;;;X
PROV329;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;;;;;X
PROV330;Saragossa;Saragossa;Saragossa;Zaragoza;Saragossa;Saragossa;;;;;X
PROV331;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;;;;;X
PROV332;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;;;;;X
PROV333;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;;;;;X
PROV334;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;;;;;X
PROV335;Oporto;Oporto;Oporto;Oporto;Oporto;Oporto;;;;;X
PROV336;Lissabon;Lissabon;Lissabon;Lisboa;Lissabon;Lissabon;;;;;X
PROV337;Guarda;Guarda;Guarda;Guarda;Guarda;Guarda;;;;;X
PROV338;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;;;;;X
PROV339;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;;;;;X
PROV340;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;;;;;X
PROV341;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;;;;;X
PROV342;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;;;;X
PROV343;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;;;;;X
PROV344;Evora;Evora;Evora;Évora;Evora;Evora;;;;;X
PROV345;Faro;Faro;Faro;Faro;Faro;Faro;;;;;X
PROV346;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;;;;;X
PROV347;Seville;Seville;Seville;Sevilla;Sevilla;Seville;;;;;X
PROV348;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;;;;;X
PROV349;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;;;;;X
PROV350;Almería;Almería;Almería;Almería;Almería;Almería;;;;;X
PROV351;Jaén;Jaén;Jaén;Jaén;Jaén;Jaén;;;;;X
PROV352;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;;;;;X
PROV353;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;;;;;X
PROV354;València;València;València;Valencia;València;València;;;;;X
PROV355;Castellón;Castellón;Castellón;Castellón;Castellón;Castellón;;;;;X
PROV356;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;;;;;X
PROV357;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;;;;;X
PROV358;Perpignan;Perpignan;Perpignan;Perpiñán;Perpignan;Perpignan;;;;;X
PROV359;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;;;;;X
PROV360;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;;;;;X
PROV361;Saint-Etienne;Saint-Etienne;Saint-Etienne;Saint Étienne;Saint-Etienne;Saint-Etienne;;;;;X
PROV362;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;;;;;X
PROV363;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;;;;;X
PROV364;Marseille;Marseille;Marseille;Marsella;Marseille;Marseille;;;;;X
PROV365;Toulon;Toulon;Toulon;Tolón;Toulon;Toulon;;;;;X
PROV366;Nice;Nice;Nice;Niza;Nizza;Nice;;;;;X
PROV367;Corsica;Corsica;Corsica;Córcega;Korsika;Corsica;;;;;X
PROV368;Genoa;Genoa;Genoa;Génova;Genua;Genoa;;;;;X
PROV369;La Spezia;La Spezia;La Spezia;La Spezia;La Spezia;La Spezia;;;;;X
PROV370;Milan;Milan;Milan;Milán;Mailand;Milan;;;;;X
PROV371;Trento;Trento;Trento;Trento;Trento;Trento;;;;;X
PROV372;Chur;Chur;Chur;Chur;Chur;Chur;;;;;X
PROV373;Lech;Lech;Lech;Lech;Lech;Lech;;;;;X
PROV374;Friedrichshafen;Friedrichshafen;Friedrichshafen;Friedrichshafen;Friedrichshafen;Friedrichshafen;;;;;X
PROV375;Regensburg;Regensburg;Regensburg;Ratisbona;Regensburg;Regensburg;;;;;X
PROV376;Munich;Munich;Munich;Munich;München;Munich;;;;;X
PROV377;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;;;;;X
PROV378;Venice;Venice;Venice;Venecia;Venedig;Venice;;;;;X
PROV379;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;;;;;X
PROV380;Ljubljana;Ljubljana;Ljubljana;Liubliana;Ljubljana;Ljubljana;;;;;X
PROV381;Rijeka;Rijeka;Rijeka;Rijeka;Rijeka;Rijeka;;;;;X
PROV382;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;;;;;X
PROV383;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;;;;;X
PROV384;Split;Split;Split;Split;Split;Split;;;;;X
PROV385;Zenica;Zenica;Zenica;Zenica;Zenica;Zenica;;;;;X
PROV386;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajewo;Sarajevo;;;;;X
PROV387;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;;;;;X
PROV388;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;;;;;X
PROV389;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;;;;;X
PROV390;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;;;;;X
PROV391;Vlorë;Vlorë;Vlorë;Vlorë;Vlore;Vlorë;;;;;X
PROV392;Ioannina;Ioannina;Ioannina;Ioánnina;Ioannina;Ioannina;;;;;X
PROV393;Kefalonia;Kefalonia;Kefalonia;Cefalonia;Kefallinia;Kefalonia;;;;;X
PROV394;Patras;Patras;Patras;Patras;Patras;Patras;;;;;X
PROV395;Corinthe;Corinthe;Corinthe;Corinto;Korinth;Corinthe;;;;;X
PROV396;Crete;Crete;Crete;Creta;Kreta;Crete;;;;;X
PROV397;Sea of Marmara;Sea of Marmara;Sea of Marmara;Mar de Mármara;Marmarameer;Sea of Marmara;;;;;X
PROV398;Dodecanese;Dodecanese;Dodecanese;Dodecaneso;Dodekanes;Dodecanese;;;;;X
PROV399;Rhodes;Rhodes;Rhodes;Rodas;Rhodos;Rhodes;;;;;X
PROV400;The Cyclades;The Cyclades;The Cyclades;Las Cícladas;Kykladen;The Cyclades;;;;;X
PROV401;Athens;Athens;Athens;Atenas;Athen;Athens;;;;;X
PROV402;Agrinio;Agrinio;Agrinio;Agrénion;Agrinio;Agrinio;;;;;X
PROV403;Larisa;Larisa;Larisa;Larisa;Larisa;Larisa;;;;;X
PROV404;Haifa;Haifa;Haifa;Haifa;Haifa;Haifa;;;;;X
PROV405;The Dardanelles;The Dardanelles;The Dardanelles;Los Dardanelos;Dardanellen;The Dardanelles;;;;;X
PROV406;Eilat;Eilat;Eilat;Eilat;Elat;Eilat;;;;;X
PROV407;Ar-Ruwayshid;Ar-Ruwayshid;Ar-Ruwayshid;Ar Ruwayshid;El-Ruweischid;Ar-Ruwayshid;;;;;X
PROV408;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;;;;;X
PROV409;Istanbul;Istanbul;Istanbul;Estambul;Istanbul;Istanbul;;;;;X
PROV410;Kavala;Kavala;Kavala;Kavála;Kawala;Kavala;;;;;X
PROV411;Salonika;Salonika;Salonika;Salónica;Saloniki;Salonika;;;;;X
PROV412;Edessa;Edessa;Edessa;Edessa;Edessa;Edessa;;;;;X
PROV413;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;;;;;X
PROV414;Stip;Stip;Stip;Stip;Stip;Stip;;;;;X
PROV415;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;;;;;X
PROV416;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaia;Gorna Dschumaja;Gorna Dzhumaya;;;;;X
PROV417;Sofia;Sofia;Sofia;Sofía;Sofia;Sofia;;;;;X
PROV418;Nis;Nis;Nis;Nis;Nis;Nis;;;;;X
PROV419;Vraca;Vraca;Vraca;Vraca;Wraza;Vraca;;;;;X
PROV420;Pleven;Pleven;Pleven;Pleven;Plewen;Pleven;;;;;X
PROV421;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plowdiw;Plovdiv;;;;;X
PROV422;Varna;Varna;Varna;Varna;Warna;Varna;;;;;X
PROV423;Constanta;Constanta;Constanta;Constantsa;Konstanza;Constanta;;;;;X
PROV424;Bucharest;Bucharest;Bucharest;Bucarest;Bukarest;Bucharest;;;;;X
PROV425;Pitesti;Pitesti;Pitesti;Pitesti;Pitesti;Pitesti;;;;;X
PROV426;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;;;;;X
PROV427;Sibiu;Sibiu;Sibiu;Sibiu;Hermannstadt;Sibiu;;;;;X
PROV428;Cluj-Napoca;Cluj-Napoca;Cluj-Napoca;Cluj-Napoca;Klausenburg;Cluj-Napoca;;;;;X
PROV429;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;;;;;X
PROV430;Brasov;Brasov;Brasov;Braisov;Kronstadt;Brasov;;;;;X
PROV431;Ploesti;Ploesti;Ploesti;Ploesti;Ploiesti;Ploesti;;;;;X
PROV432;Braila;Braila;Braila;Braila;Braila;Braila;;;;;X
PROV433;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;;;;;X
PROV434;Chisinev;Chisinev;Chisinev;Chisineu;Kischinew;Chisinev;;;;;X
PROV435;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;;;;;X
PROV436;Tulcea;Tulcea;Tulcea;Tulcea;Tulcea;Tulcea;;;;;X
PROV437;Izmir;Izmir;Izmir;Izmir;Izmir;Izmir;;;;;X
PROV438;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;;;;;X
PROV439;Izmit;Izmit;Izmit;Yzmit;Izmit;Izmit;;;;;X
PROV440;Karabük;Karabük;Karabük;Karabük;Karabük;Karabük;;;;;X
PROV441;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;;;;;X
PROV442;Konya;Konya;Konya;Konya;Konya;Konya;;;;;X
PROV443;Mersin;Mersin;Mersin;Mersin;Mersin;Mersin;;;;;X
PROV444;Cyprus;Cyprus;Cyprus;Chipre;Zypern;Cyprus;;;;;X
PROV445;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;;;;;X
PROV446;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;;;;;X
PROV447;Sivas;Sivas;Sivas;Sivas;Sivas;Sivas;;;;;X
PROV448;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;;;;;X
PROV449;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;;;;;X
PROV450;Trebizond;Trebizond;Trebizond;Trebizond;Trabzon;Trebizond;;;;;X
PROV451;Novi Pazar;Novi Pazar;Novi Pazar;Novi Pazar;Novi Pazar;Novi Pazar;;;;;X
PROV452;Uzice;Uzice;Uzice;Užice;Uzice;Uzice;;;;;X
PROV453;Belgrade;Belgrade;Belgrade;Belgrado;Belgrad;Belgrade;;;;;X
PROV454;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;;;;;X
PROV455;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bellowar;Bjelovar;;;;;X
PROV456;Pecs;Pecs;Pecs;Pécs;Pecs;Pecs;;;;;X
PROV457;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;;;;;X
PROV458;Györ;Györ;Györ;Györ;Györ;Györ;;;;;X
PROV459;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;;;;;X
PROV460;Graz;Graz;Graz;Graz;Graz;Graz;;;;;X
PROV461;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;;;;;X
PROV462;Salzburg;Salzburg;Salzburg;Salzburgo;Salzburg;Salzburg;;;;;X
PROV463;Vienna;Vienna;Vienna;Viena;Wien;Vienna;;;;;X
PROV464;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;;;;;X
PROV465;Linz;Linz;Linz;Linz;Linz;Linz;;;;;X
PROV466;Strakonice;Strakonice;Strakonice;Strakonice;Strakonice;Strakonice;;;;;X
PROV467;Tábor;Tábor;Tábor;Tábor;Tábor;Tábor;;;;;X
PROV468;Kutna Hora;Kutna Hora;Kutna Hora;Kutná Hora;Kuttenberg;Kutna Hora;;;;;X
PROV469;Prague;Prague;Prague;Praga;Prag;Prague;;;;;X
PROV470;Pilsen;Pilsen;Pilsen;Pilsen;Pilsen;Pilsen;;;;;X
PROV471;Ústí;Ústí;Ústí;Ústí;Aussig;Ústí;;;;;X
PROV472;Liberec;Liberec;Liberec;Liberec;Reichenberg;Liberec;;;;;X
PROV473;Breslau;Breslau;Breslau;Wroclaw;Breslau;Breslau;;;;;X
PROV474;Ostrava;Ostrava;Ostrava;Ostrava;Ostrau;Ostrava;;;;;X
PROV475;Brno;Brno;Brno;Brno;Brünn;Brno;;;;;X
PROV476;Bratislava;Bratislava;Bratislava;Bratislava;Bratislava;Bratislava;;;;;X
PROV477;Banská Bystrica;Banská Bystrica;Banská Bystrica;Banská Bystricka;Neusohl;Banská Bystrica;;;;;X
PROV478;Zilina;Zilina;Zilina;Zilina;Zilina;Zilina;;;;;X
PROV479;Cracow;Cracow;Cracow;Cracovia;Krakau;Cracow;;;;;X
PROV480;Kielce;Kielce;Kielce;Kielce;Kielce;Kielce;;;;;X
PROV481;Czestochowa;Czestochowa;Czestochowa;Czêstochowa;Tschenstochau;Czestochowa;;;;;X
PROV482;Oppeln;Oppeln;Oppeln;Oppeln;Oppeln;Oppeln;;;;;X
PROV483;Lodz;Lodz;Lodz;Lódz;Litzmannstadt;Lodz;;;;;X
PROV484;Radom;Radom;Radom;Radom;Radom;Radom;;;;;X
PROV485;Warsaw;Warsaw;Warsaw;Varsovia;Warschau;Warsaw;;;;;X
PROV486;Lomza;Lomza;Lomza;Lomza;Lomza;Lomza;;;;;X
PROV487;Lublin;Lublin;Lublin;Lublin;Lublin;Lublin;;;;;X
PROV488;Zamosc;Zamosc;Zamosc;Zamosc;Zamosc;Zamosc;;;;;X
PROV489;Przemysl;Przemysl;Przemysl;Przemysl;Przemysl;Przemysl;;;;;X
PROV490;Kosice;Kosice;Kosice;Kosice;Kosice;Kosice;;;;;X
PROV491;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;;;;;X
PROV492;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;;;;;X
PROV493;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;;;;;X
PROV494;Zrenjanin;Zrenjanin;Zrenjanin;Zrenjanin;Petrovgrad;Zrenjanin;;;;;X
PROV495;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;;;;;X
PROV496;Arad;Arad;Arad;Arad;Arad;Arad;;;;;X
PROV497;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;;;;;X
PROV498;Satu Mare;Satu Mare;Satu Mare;Satu Mare;Satu Mare;Satu Mare;;;;;X
PROV499;Presov;Presov;Presov;Presov;Preschau;Presov;;;;;X
PROV500;Stryj;Stryj;Stryj;Stryj;Stryj;Stryj;;;;;X
PROV501;Lvov;Lvov;Lvov;Lvov;Lemberg;Lvov;;;;;X
PROV502;Tarnopol;Tarnopol;Tarnopol;Ternopil;Tarnopol;Tarnopol;;;;;X
PROV503;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;;;;;X
PROV504;Brest Litovsk;Brest Litovsk;Brest Litovsk;Brest-Litovsk;Brest Litovsk;Brest Litovsk;;;;;X
PROV505;Bielsk;Bielsk;Bielsk;Bielsk;Bielsk;Bielsk;;;;;X
PROV506;Kowel;Kowel;Kowel;Kovel';Kowel;Kowel;;;;;X
PROV507;Slonim;Slonim;Slonim;Slonim;Slonim;Slonim;;;;;X
PROV508;Bialystok;Bialystok;Bialystok;Bialystok;Bialystok;Bialystok;;;;;X
PROV509;Suwalki;Suwalki;Suwalki;Suwalki;Suwalki;Suwalki;;;;;X
PROV510;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;;;;;X
PROV511;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;;;;;X
PROV512;Bologna;Bologna;Bologna;Bolonia;Bologna;Bologna;;;;;X
PROV513;Florence;Florence;Florence;Florencia;Florenz;Florence;;;;;X
PROV514;Rimini;Rimini;Rimini;Rímini;Rimini;Rimini;;;;;X
PROV515;Rome;Rome;Rome;Roma;Rom;Rome;;;;;X
PROV516;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;;;;;X
PROV517;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;;;;;X
PROV518;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;;;;;X
PROV519;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;;;;;X
PROV520;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;;;;;X
PROV521;Naples;Naples;Naples;Nápoles;Neapel;Naples;;;;;X
PROV522;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;;;;;X
PROV523;Taranto;Taranto;Taranto;Tarento;Tarent;Taranto;;;;;X
PROV524;Reggio di Calabria;Reggio di Calabria;Reggio di Calabria;Reggio di Calabria;Reggio di Calabria;Reggio di Calabria;;;;;X
PROV525;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;;;;;X
PROV526;Catania;Catania;Catania;Catania;Catania;Catania;;;;;X
PROV527;Grenoble;Grenoble;Grenoble;Grenoble;Grenoble;Grenoble;;;;;X
PROV528;Lyon;Lyon;Lyon;Lyon;Lyon;Lyon;;;;;X
PROV529;Besançon;Besançon;Besançon;Besançon;Besançon;Besançon;;;;;X
PROV530;Geneva;Geneva;Geneva;Ginebra;Genf;Geneva;;;;;X
PROV531;Turin;Turin;Turin;Turín;Turin;Turin;;;;;X
PROV532;Bern;Bern;Bern;Berna;Bern;Bern;;;;;X
PROV533;Zürich;Zürich;Zürich;Zurich;Zürich;Zürich;;;;;X
PROV534;Sardinia;Sardinia;Sardinia;Cerdeña;Sardinien;Sardinia;;;;;X
PROV535;Mallorca;Mallorca;Mallorca;Mallorca;Mallorca;Mallorca;;;;;X
PROV536;Menorca;Menorca;Menorca;Menorca;Menorca;Menorca;;;;;X
PROV537;Ibiza;Ibiza;Ibiza;Ibiza;Ibiza;Ibiza;;;;;X
PROV538;Bermuda;Bermuda;Bermuda;Bermudas;Bermuda;Bermuda;;;;;X
PROV539;Managua;Managua;Managua;Managua;Managua;Managua;;;;;X
PROV540;San José;San José;San José;San José;San José;San José;;;;;X
PROV541;Vancouver;Vancouver;Vancouver;Vancouver;Vancouver;Vancouver;;;;;X
PROV542;Kiska Island;Kiska Island;Kiska Island;Isla de Kiska;Tanaga;Kiska Island;;;;;X
PROV543;Amchitka Island;Amchitka Island;Amchitka Island;Isla de Amchitka;Ratteninseln;Amchitka Island;;;;;X
PROV544;Andreanof Islands;Andreanof Islands;Andreanof Islands;Islas Andreanof;Andreanof-Inseln;Andreanof Islands;;;;;X
PROV545;Yunaska Island;Yunaska Island;Yunaska Island;Isla de Yunaska;Yunaska;Yunaska Island;;;;;X
PROV546;Umnak Island;Umnak Island;Umnak Island;Isla de Umnak;Umnak;Umnak Island;;;;;X
PROV547;Unalaska Island;Unalaska Island;Unalaska Island;Isla de Unalaska;Unalaska;Unalaska Island;;;;;X
PROV548;Unimak Island;Unimak Island;Unimak Island;Isla de Unimak;Unimak;Unimak Island;;;;;X
PROV549;Anchorage;Anchorage;Anchorage;Anchorage;Anchorage;Anchorage;;;;;X
PROV550;Seward Peninsula;Seward Peninsula;Seward Peninsula;Península de Seward;Seward Peninsula;Seward Peninsula;;;;;X
PROV551;Fairbanks;Fairbanks;Fairbanks;Fairbanks;Fairbanks;Fairbanks;;;;;X
PROV552;Whitehorse;Whitehorse;Whitehorse;Whitehorse;Whitehorse;Whitehorse;;;;;X
PROV553;Juneau;Juneau;Juneau;Juneau;Juneau;Juneau;;;;;X
PROV554;Prince George;Prince George;Prince George;Prince George;Prince George;Prince George;;;;;X
PROV555;Kamloops;Kamloops;Kamloops;Kamloops;Kamloops;Kamloops;;;;;X
PROV556;Vancouver Island;Vancouver Island;Vancouver Island;Isla de Vancouver;Vancouver-Insel;Vancouver Island;;;;;X
PROV557;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;Fort McMurray;;;;;X
PROV558;Yellowknife;Yellowknife;Yellowknife;Yellowknife;Yellowknife;Yellowknife;;;;;X
PROV559;Kugluktuk;Kugluktuk;Kugluktuk;Kogluktuk;Kugluktuk;Kugluktuk;;;;;X
PROV560;Repulse Bay;Repulse Bay;Repulse Bay;Bahía Repulse;Repulse Bay;Repulse Bay;;;;;X
PROV561;Rankin Inlet;Rankin Inlet;Rankin Inlet;Ensenada de Rankin;Rankin Inlet;Rankin Inlet;;;;;X
PROV562;Rowne;Rowne;Rowne;Równe;Rowne;Rowne;;;;;X
PROV563;Baffin Island;Baffin Island;Baffin Island;Tierra de Baffin;Baffininsel;Baffin Island;;;;;X
PROV564;Radisson;Radisson;Radisson;Radisson;Radisson;Radisson;;;;;X
PROV565;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;Fort Severn;;;;;X
PROV566;Churchill;Churchill;Churchill;Churchill;Churchill;Churchill;;;;;X
PROV567;Dauphin;Dauphin;Dauphin;Dauphin;Dauphin;Dauphin;;;;;X
PROV568;Brandon;Brandon;Brandon;Brandon;Brandon;Brandon;;;;;X
PROV569;Winnipeg;Winnipeg;Winnipeg;Winnipeg;Winnipeg;Winnipeg;;;;;X
PROV570;Norway House;Norway House;Norway House;Norway House;Norway House;Norway House;;;;;X
PROV571;Thunder Bay;Thunder Bay;Thunder Bay;Thunder Bay;Thunder Bay;Thunder Bay;;;;;X
PROV572;Sault Ste Marie;Sault Ste Marie;Sault Ste Marie;Sault Ste. Marie;Sault Ste-Marie;Sault Ste Marie;;;;;X
PROV573;Val d'Or;Val d'Or;Val d'Or;Val d'Or;Val d'Or;Val d'Or;;;;;X
PROV574;Sept-Îles;Sept-Îles;Sept-Îles;Sept-Îles;Sept-Îles;Sept-Îles;;;;;X
PROV575;Labrador;Labrador;Labrador;Labrador;Labrador;Labrador;;;;;X
PROV576;Newfoundland;Newfoundland;Newfoundland;Terra Nova;Neufundland;Newfoundland;;;;;X
PROV577;Siauliau;Siauliau;Siauliau;Siauliai;Schaulen;Siauliau;;;;;X
PROV578;Cape Breton;Cape Breton;Cape Breton;Cabo Bretón;Kap Breton;Cape Breton;;;;;X
PROV579;Halifax;Halifax;Halifax;Halifax;Halifax;Halifax;;;;;X
PROV580;Moncton;Moncton;Moncton;Moncton;Moncton;Moncton;;;;;X
PROV581;Saint John;Saint John;Saint John;Saint John;Saint John;Saint John;;;;;X
PROV582;Greenville;Greenville;Greenville;Greenville;Greenville;Greenville;;;;;X
PROV583;Portland;Portland;Portland;Portland;Portland;Portland;;;;;X
PROV584;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;Sherbrooke;;;;;X
PROV585;Montréal;Montréal;Montréal;Montreal;Montréal;Montréal;;;;;X
PROV586;Québec City;Québec City;Québec City;Ciudad de Quebec;Québec;Québec City;;;;;X
PROV587;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;;;;;X
PROV588;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;;;;;X
PROV589;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;;;;;X
PROV590;Windsor;Windsor;Windsor;Windsor;Windsor;Windsor;;;;;X
PROV591;Kingston;Kingston;Kingston;Kingston;Kingston;Kingston;;;;;X
PROV592;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;;;;;X
PROV593;Watertown;Watertown;Watertown;Watertown;Watertown;Watertown;;;;;X
PROV594;Montpelier;Montpelier;Montpelier;Montpelier;Montpelier;Montpelier;;;;;X
PROV595;Concord;Concord;Concord;Concord;Concord;Concord;;;;;X
PROV596;Manchester;Manchester;Manchester;Manchester;Manchester;Manchester;;;;;X
PROV597;Bennington;Bennington;Bennington;Bennington;Bennington;Bennington;;;;;X
PROV598;Albany;Albany;Albany;Albany;Albany;Albany;;;;;X
PROV599;Worcester;Worcester;Worcester;Worcester;Worcester;Worcester;;;;;X
PROV600;Boston;Boston;Boston;Boston;Boston;Boston;;;;;X
PROV601;Hartford;Hartford;Hartford;Hartford;Hartford;Hartford;;;;;X
